"","Gene_ID","n_SNPs","n_in_exons","n_introns","n_upstream","n_downstream","n_nonsynonymous","n_synonymous","n_modifer","n_low_impact","n_mod_impact","n_high_impact","effects","max_upstream_dist","min_upstream_dist","CHROM","n_in_gene","gene_length","gene_length_kb","n_in_gene_per_kb","up_to_in_ratio","up_to_in_per_kb_ratio","In_sigs","n_in_gene_per_kb_tf"
"5043","YNR075C-A",6,6,0,0,0,4,2,0,2,4,0,"missense_variant;synonymous_variant",NA,NA,"XIV",6,93,0.093,64.5161290322581,0,0,FALSE,8.03219328902499
"5044","YNR075W",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XIV",2,1125,1.125,1.77777777777778,0,0,FALSE,1.33333333333333
"5045","YNR077C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XIV",1,255,0.255,3.92156862745098,0,0,FALSE,1.98029508595335
"5046","YOL001W",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",4,882,0.882,4.53514739229025,0,0,FALSE,2.1295885499998
"5047","YOL002C",9,9,0,0,0,1,8,0,8,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,954,0.954,9.43396226415094,0,0,FALSE,3.07147558416976
"5048","YOL003C",13,9,0,4,0,4,5,4,5,4,0,"synonymous_variant;missense_variant;upstream_gene_variant",341,136,"XV",9,1137,1.137,7.9155672823219,0.444444444444444,0.505333333333333,FALSE,2.81346179684777
"5049","YOL004W",20,20,0,0,0,8,12,0,12,8,0,"missense_variant;synonymous_variant",NA,NA,"XV",20,4611,4.611,4.33745391455216,0,0,FALSE,2.08265549588792
"5050","YOL005C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"XV",4,363,0.363,11.0192837465565,0,0,FALSE,3.31953065154646
"5051","YOL006C",11,11,0,0,0,1,10,0,10,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",11,2310,2.31,4.76190476190476,0,0,FALSE,2.18217890235992
"5052","YOL007C",7,7,0,0,0,2,5,0,5,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1026,1.026,6.82261208576998,0,0,FALSE,2.61201303323126
"5053","YOL008W",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",2,624,0.624,3.2051282051282,0,0,FALSE,1.79028718509858
"5054","YOL009C",10,7,0,3,0,4,3,3,3,4,0,"missense_variant;synonymous_variant;upstream_gene_variant",119,85,"XV",7,816,0.816,8.57843137254902,0.428571428571429,0.349714285714286,FALSE,2.92889593064503
"5055","YOL010W",13,13,0,0,0,1,12,0,12,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",13,1104,1.104,11.7753623188406,0,0,FALSE,3.43152478044973
"5056","YOL011W",17,17,0,0,0,2,15,0,15,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",17,2061,2.061,8.24842309558467,0,0,FALSE,2.87200680632631
"5057","YOL012C",2,2,0,0,0,0,2,0,2,0,0,"synonymous_variant",NA,NA,"XV",2,405,0.405,4.93827160493827,0,0,FALSE,2.22222222222222
"5058","YOL013C",16,9,0,7,0,5,4,7,4,5,0,"missense_variant;synonymous_variant;upstream_gene_variant",956,31,"XV",9,1656,1.656,5.43478260869565,0.777777777777778,1.288,FALSE,2.33126202060078
"5059","YOL013W-A",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"XV",3,NA,NA,NA,0,NA,FALSE,NA
"5060","YOL013W-B",7,7,0,0,0,5,1,0,2,5,0,"initiator_codon_variant;missense_variant;synonymous_variant",NA,NA,"XV",7,NA,NA,NA,0,NA,FALSE,NA
"5061","YOL014W",30,30,0,0,0,24,6,0,6,24,0,"missense_variant;synonymous_variant",NA,NA,"XV",30,375,0.375,80,0,0,FALSE,8.94427190999916
"5062","YOL015W",15,15,0,0,0,6,9,0,9,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",15,1761,1.761,8.51788756388416,0,0,FALSE,2.9185420270889
"5063","YOL016C",7,7,0,0,0,1,6,0,6,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1344,1.344,5.20833333333333,0,0,FALSE,2.28217732293819
"5064","YOL017W",23,23,0,0,0,10,13,0,13,10,0,"synonymous_variant;missense_variant",NA,NA,"XV",23,2145,2.145,10.7226107226107,0,0,FALSE,3.27453977264145
"5065","YOL018C",19,10,0,9,0,2,8,9,8,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",419,2,"XV",10,1194,1.194,8.37520938023451,0.9,1.0746,FALSE,2.89399540086616
"5066","YOL019W",13,13,0,0,0,2,11,0,11,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",13,1656,1.656,7.85024154589372,0,0,FALSE,2.80182825060597
"5067","YOL020W",13,13,0,0,0,5,8,0,8,5,0,"missense_variant;synonymous_variant",NA,NA,"XV",13,1779,1.779,7.30747611017426,0,0,FALSE,2.70323437943776
"5068","YOL021C",13,13,0,0,0,1,12,0,12,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",13,3006,3.006,4.32468396540253,0,0,FALSE,2.07958745077059
"5069","YOL022C",27,13,0,14,0,1,12,14,12,1,0,"synonymous_variant;missense_variant;upstream_gene_variant",866,26,"XV",13,1227,1.227,10.5949470252649,1.07692307692308,1.32138461538462,FALSE,3.25498802229207
"5070","YOL023W",18,18,0,0,0,3,15,0,15,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",18,2031,2.031,8.86262924667651,0,0,FALSE,2.97701683681442
"5071","YOL024W",4,4,0,0,0,3,1,0,1,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,519,0.519,7.70712909441233,0,0,FALSE,2.77617166155343
"5072","YOL025W",11,11,0,0,0,5,6,0,6,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",11,1983,1.983,5.54715078164397,0,0,FALSE,2.35523900732897
"5073","YOL027C",10,10,0,0,0,4,6,0,6,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",10,1722,1.722,5.80720092915215,0,0,FALSE,2.4098134635594
"5074","YOL028C",8,8,0,0,0,2,6,0,6,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",8,738,0.738,10.840108401084,0,0,FALSE,3.29243198883197
"5075","YOL029C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,606,0.606,6.6006600660066,0,0,FALSE,2.56917497769354
"5076","YOL030W",7,7,0,0,0,2,5,0,5,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",7,1455,1.455,4.81099656357388,0,0,FALSE,2.19339840511793
"5077","YOL031C",17,10,0,7,0,2,8,7,8,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",605,48,"XV",10,1266,1.266,7.89889415481833,0.7,0.8862,FALSE,2.81049713659671
"5078","YOL032W",6,5,0,1,0,1,4,1,4,1,0,"upstream_gene_variant;synonymous_variant;missense_variant",197,197,"XV",5,741,0.741,6.7476383265857,0.2,0.1482,FALSE,2.59762166733066
"5079","YOL033W",5,5,0,0,0,4,1,0,1,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,1611,1.611,3.10366232153942,0,0,FALSE,1.76172140860563
"5080","YOL034W",23,23,0,0,0,7,15,0,15,7,1,"synonymous_variant;missense_variant;stop_gained",NA,NA,"XV",23,3282,3.282,7.00792199878123,0,0,FALSE,2.64724800477425
"5081","YOL035C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,NA,NA,NA,0,NA,FALSE,NA
"5082","YOL036W",12,12,0,0,0,6,6,0,6,6,0,"missense_variant;synonymous_variant",NA,NA,"XV",12,2286,2.286,5.249343832021,0,0,FALSE,2.29114465541157
"5083","YOL037C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,NA,NA,NA,0,NA,FALSE,NA
"5084","YOL038C-A",3,3,0,0,0,3,0,0,0,3,0,"missense_variant",NA,NA,"XV",3,96,0.096,31.25,0,0,FALSE,5.59016994374947
"5085","YOL038W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,765,0.765,1.30718954248366,0,0,FALSE,1.14332390095006
"5086","YOL040C",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,429,0.429,2.33100233100233,0,0,FALSE,1.52676204138115
"5087","YOL041C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,1380,1.38,0.72463768115942,0,0,FALSE,0.851256530758749
"5088","YOL042W",5,5,0,0,0,1,4,0,4,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",5,1092,1.092,4.57875457875458,0,0,FALSE,2.13980246255456
"5089","YOL043C",12,11,0,1,0,4,7,1,7,4,0,"synonymous_variant;missense_variant;upstream_gene_variant",54,54,"XV",11,1143,1.143,9.62379702537183,0.0909090909090909,0.103909090909091,FALSE,3.10222452852333
"5090","YOL044W",14,14,0,0,0,6,8,0,8,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",14,1152,1.152,12.1527777777778,0,0,FALSE,3.48608344389198
"5091","YOL045W",15,15,0,0,0,4,11,0,11,4,0,"synonymous_variant;missense_variant",NA,NA,"XV",15,3306,3.306,4.53720508166969,0,0,FALSE,2.13007161421152
"5092","YOL046C",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,NA,NA,NA,0,NA,FALSE,NA
"5093","YOL047C",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,1134,1.134,3.52733686067019,0,0,FALSE,1.87812056606337
"5094","YOL048C",8,8,0,0,0,6,2,0,2,6,0,"missense_variant;synonymous_variant",NA,NA,"XV",8,1107,1.107,7.22673893405601,0,0,FALSE,2.68825946181837
"5095","YOL049W",6,6,0,0,0,2,3,0,4,2,0,"synonymous_variant;missense_variant;splice_region_variant&stop_retained_variant",NA,NA,"XV",6,1476,1.476,4.0650406504065,0,0,FALSE,2.01619459636378
"5096","YOL051W",19,19,0,0,0,5,14,0,14,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",19,3246,3.246,5.85335797905114,0,0,FALSE,2.41937140163538
"5097","YOL052C",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,1191,1.191,8.39630562552477,0,0,FALSE,2.89763793899872
"5098","YOL052C-A",1,0,0,1,0,0,0,1,0,0,0,"upstream_gene_variant",438,438,"XV",0,186,0.186,0,NA,NA,FALSE,0
"5099","YOL053W",13,13,0,0,0,7,6,0,6,7,0,"missense_variant;synonymous_variant",NA,NA,"XV",13,1188,1.188,10.9427609427609,0,0,FALSE,3.30798442299249
"5100","YOL054W",8,8,0,0,0,5,3,0,3,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",8,1221,1.221,6.55200655200655,0,0,FALSE,2.55968876076889
"5101","YOL055C",16,3,0,13,0,0,3,13,3,0,0,"synonymous_variant;upstream_gene_variant",890,258,"XV",3,1656,1.656,1.81159420289855,4.33333333333333,7.176,FALSE,1.34595475514541
"5102","YOL056W",12,8,0,4,0,1,7,4,7,1,0,"upstream_gene_variant;missense_variant;synonymous_variant",245,61,"XV",8,912,0.912,8.7719298245614,0.5,0.456,FALSE,2.96174438879546
"5103","YOL057W",18,18,0,0,0,6,12,0,12,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",18,2136,2.136,8.42696629213483,0,0,FALSE,2.90292374893569
"5104","YOL058W",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,1263,1.263,2.37529691211401,0,0,FALSE,1.54119982874188
"5105","YOL059W",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,1323,1.323,3.02343159486017,0,0,FALSE,1.73880176985767
"5106","YOL060C",17,16,0,1,0,2,14,1,14,2,0,"synonymous_variant;missense_variant;upstream_gene_variant",976,976,"XV",16,2121,2.121,7.54361150400754,0.0625,0.1325625,FALSE,2.7465635809148
"5107","YOL061W",7,7,0,0,0,0,7,0,7,0,0,"synonymous_variant",NA,NA,"XV",7,1491,1.491,4.69483568075117,0,0,FALSE,2.1667569500872
"5108","YOL062C",15,15,0,0,0,5,10,0,10,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",15,1476,1.476,10.1626016260163,0,0,FALSE,3.18788356531669
"5109","YOL063C",41,41,0,0,0,16,24,0,24,16,1,"stop_gained;missense_variant;synonymous_variant",NA,NA,"XV",41,2874,2.874,14.2658315935978,0,0,FALSE,3.77701358133616
"5110","YOL064C",12,12,0,0,0,2,10,0,10,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",12,1074,1.074,11.1731843575419,0,0,FALSE,3.34263135232438
"5111","YOL065C",16,16,0,0,0,8,8,0,8,8,0,"missense_variant;synonymous_variant",NA,NA,"XV",16,1155,1.155,13.8528138528139,0,0,FALSE,3.72193684159388
"5112","YOL066C",14,14,0,0,0,4,10,0,10,4,0,"synonymous_variant;missense_variant",NA,NA,"XV",14,1776,1.776,7.88288288288288,0,0,FALSE,2.80764721481936
"5113","YOL067C",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",5,534,0.534,9.36329588014981,0,0,FALSE,3.05995030681052
"5114","YOL068C",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,1512,1.512,2.64550264550265,0,0,FALSE,1.62650012158089
"5115","YOL069W",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",6,1356,1.356,4.42477876106195,0,0,FALSE,2.10351580955836
"5116","YOL070C",10,10,0,0,0,3,7,0,7,3,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,1506,1.506,6.64010624169987,0,0,FALSE,2.57684036015037
"5117","YOL071W",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,489,0.489,6.13496932515337,0,0,FALSE,2.47688702309035
"5118","YOL072W",9,9,0,0,0,1,8,0,8,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",9,1368,1.368,6.57894736842105,0,0,FALSE,2.56494588021289
"5119","YOL073C",5,5,0,0,0,1,4,0,4,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,969,0.969,5.15995872033024,0,0,FALSE,2.27155425212127
"5120","YOL075C",12,9,0,3,0,3,6,3,6,3,0,"synonymous_variant;missense_variant;upstream_gene_variant",219,67,"XV",9,3885,3.885,2.31660231660232,0.333333333333333,1.295,FALSE,1.52203886829552
"5121","YOL076W",14,14,0,0,0,6,8,0,8,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",14,2391,2.391,5.85529067335843,0,0,FALSE,2.41977078942581
"5122","YOL077C",8,3,0,5,0,1,2,5,2,1,0,"missense_variant;synonymous_variant;upstream_gene_variant",285,28,"XV",3,876,0.876,3.42465753424658,1.66666666666667,1.46,FALSE,1.85058302549401
"5123","YOL077W-A",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,207,0.207,14.4927536231884,0,0,FALSE,3.8069349381344
"5124","YOL078W",32,32,0,0,0,9,23,0,23,9,0,"synonymous_variant;missense_variant",NA,NA,"XV",32,3531,3.531,9.06258850184084,0,0,FALSE,3.01041334401787
"5125","YOL079W",6,4,0,2,0,2,0,2,0,2,2,"upstream_gene_variant;stop_gained;missense_variant",598,523,"XV",4,NA,NA,NA,0.5,NA,FALSE,NA
"5126","YOL080C",12,9,0,3,0,5,4,3,4,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",213,175,"XV",9,870,0.87,10.3448275862069,0.333333333333333,0.29,FALSE,3.21633760451338
"5127","YOL081W",104,104,0,0,0,37,67,0,67,37,0,"synonymous_variant;missense_variant",NA,NA,"XV",104,9240,9.24,11.2554112554113,0,0,FALSE,3.35490853160131
"5128","YOL082W",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,1248,1.248,8.01282051282051,0,0,FALSE,2.83069258536149
"5129","YOL083C-A",9,0,0,9,0,0,0,9,0,0,0,"upstream_gene_variant",882,420,"XV",0,NA,NA,NA,NA,NA,FALSE,NA
"5130","YOL083W",22,22,0,0,0,10,12,0,12,10,0,"synonymous_variant;missense_variant",NA,NA,"XV",22,1239,1.239,17.7562550443906,0,0,FALSE,4.21381715839577
"5131","YOL084W",33,33,0,0,0,11,22,0,22,11,0,"synonymous_variant;missense_variant",NA,NA,"XV",33,2976,2.976,11.0887096774194,0,0,FALSE,3.32997142291332
"5132","YOL085C",3,3,0,0,0,2,1,0,1,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,342,0.342,8.7719298245614,0,0,FALSE,2.96174438879546
"5133","YOL085W-A",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XV",2,NA,NA,NA,0,NA,FALSE,NA
"5134","YOL086C",26,26,0,0,0,8,18,0,18,8,0,"missense_variant;synonymous_variant",NA,NA,"XV",26,1047,1.047,24.8328557784145,0,0,FALSE,4.98325754686776
"5135","YOL086W-A",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,273,0.273,10.989010989011,0,0,FALSE,3.31496772065898
"5136","YOL087C",26,26,0,0,0,6,20,0,20,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",26,3351,3.351,7.75887794688153,0,0,FALSE,2.78547625135838
"5137","YOL088C",7,7,0,0,0,5,2,0,2,5,0,"missense_variant;synonymous_variant",NA,NA,"XV",7,834,0.834,8.39328537170264,0,0,FALSE,2.89711673422088
"5138","YOL089C",46,38,0,8,0,23,15,8,15,23,0,"missense_variant;synonymous_variant;upstream_gene_variant",271,23,"XV",38,3093,3.093,12.2858066602005,0.210526315789474,0.651157894736842,FALSE,3.50511150467435
"5139","YOL090W",29,29,0,0,0,2,27,0,27,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",29,2895,2.895,10.0172711571675,0,0,FALSE,3.16500729180322
"5140","YOL091W",15,15,0,0,0,5,9,0,10,5,0,"synonymous_variant;missense_variant;splice_region_variant&stop_retained_variant",NA,NA,"XV",15,1830,1.83,8.19672131147541,0,0,FALSE,2.86299167156934
"5141","YOL092W",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,927,0.927,4.31499460625674,0,0,FALSE,2.07725650949919
"5142","YOL093W",9,9,0,0,0,4,4,0,5,4,0,"missense_variant;synonymous_variant;splice_region_variant&stop_retained_variant",NA,NA,"XV",9,882,0.882,10.2040816326531,0,0,FALSE,3.1943828249997
"5143","YOL094C",4,4,0,0,0,0,4,0,4,0,0,"synonymous_variant",NA,NA,"XV",4,972,0.972,4.11522633744856,0,0,FALSE,2.02860206483395
"5144","YOL095C",14,14,0,0,0,6,8,0,8,6,0,"missense_variant;synonymous_variant",NA,NA,"XV",14,2121,2.121,6.6006600660066,0,0,FALSE,2.56917497769354
"5145","YOL096C",12,12,0,0,0,2,10,0,10,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",12,939,0.939,12.779552715655,0,0,FALSE,3.57485002701581
"5146","YOL097C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,1299,1.299,2.3094688221709,0,0,FALSE,1.51969366063391
"5147","YOL097W-A",4,4,0,0,0,3,1,0,1,3,0,"missense_variant;synonymous_variant",NA,NA,"XV",4,186,0.186,21.505376344086,0,0,FALSE,4.63738895760168
"5148","YOL098C",10,10,0,0,0,2,8,0,8,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",10,3114,3.114,3.21130378933847,0,0,FALSE,1.79201110190157
"5149","YOL099C",2,2,0,0,0,2,0,0,0,2,0,"missense_variant",NA,NA,"XV",2,NA,NA,NA,0,NA,FALSE,NA
"5150","YOL100W",30,30,0,0,0,9,21,0,21,9,0,"synonymous_variant;missense_variant",NA,NA,"XV",30,3246,3.246,9.24214417744917,0,0,FALSE,3.04008950155241
"5151","YOL101C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,939,0.939,3.19488817891374,0,0,FALSE,1.78742501350791
"5152","YOL102C",7,5,0,2,0,2,3,2,3,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",179,177,"XV",5,693,0.693,7.21500721500722,0.4,0.2772,FALSE,2.68607654675127
"5153","YOL103W",10,8,0,2,0,0,8,2,8,0,0,"upstream_gene_variant;synonymous_variant",365,296,"XV",8,1830,1.83,4.37158469945355,0.25,0.4575,FALSE,2.09083349395727
"5154","YOL104C",13,13,0,0,0,5,8,0,8,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",13,1059,1.059,12.275731822474,0,0,FALSE,3.50367404626544
"5155","YOL105C",26,26,0,0,0,9,17,0,17,9,0,"missense_variant;synonymous_variant",NA,NA,"XV",26,1671,1.671,15.5595451825254,0,0,FALSE,3.94455893383854
"5156","YOL106W",6,6,0,0,0,4,2,0,2,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",6,NA,NA,NA,0,NA,FALSE,NA
"5157","YOL107W",5,5,0,0,0,2,3,0,3,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",5,1029,1.029,4.85908649173955,0,0,FALSE,2.20433357088703
"5158","YOL108C",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,456,0.456,8.7719298245614,0,0,FALSE,2.96174438879546
"5159","YOL109W",3,3,0,0,0,1,2,0,2,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,342,0.342,8.7719298245614,0,0,FALSE,2.96174438879546
"5160","YOL110W",3,3,0,0,0,2,1,0,1,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",3,714,0.714,4.20168067226891,0,0,FALSE,2.04980015422697
"5161","YOL111C",9,3,0,6,0,2,1,6,1,2,0,"missense_variant;synonymous_variant;upstream_gene_variant",999,49,"XV",3,639,0.639,4.69483568075117,2,1.278,FALSE,2.1667569500872
"5162","YOL112W",8,8,0,0,0,1,7,0,7,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",8,1479,1.479,5.40906017579446,0,0,FALSE,2.32573863015483
"5163","YOL113W",22,22,0,0,0,9,13,0,13,9,0,"synonymous_variant;missense_variant",NA,NA,"XV",22,1968,1.968,11.1788617886179,0,0,FALSE,3.34348049024036
"5164","YOL114C",7,3,0,4,0,0,3,4,3,0,0,"synonymous_variant;upstream_gene_variant",272,43,"XV",3,609,0.609,4.92610837438424,1.33333333333333,0.812,FALSE,2.21948380809238
"5165","YOL115W",14,14,0,0,0,5,9,0,9,5,0,"missense_variant;synonymous_variant",NA,NA,"XV",14,1755,1.755,7.97720797720798,0,0,FALSE,2.82439515245441
"5166","YOL116W",14,14,0,0,0,5,9,0,9,5,0,"synonymous_variant;missense_variant",NA,NA,"XV",14,1149,1.149,12.1845082680592,0,0,FALSE,3.490631499895
"5167","YOL117W",15,15,0,0,0,6,9,0,9,6,0,"missense_variant;synonymous_variant",NA,NA,"XV",15,1938,1.938,7.73993808049536,0,0,FALSE,2.78207442037329
"5168","YOL118C",5,5,0,0,0,4,1,0,1,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,309,0.309,16.1812297734628,0,0,FALSE,4.02258993354565
"5169","YOL119C",7,7,0,0,0,2,5,0,5,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",7,1506,1.506,4.64807436918991,0,0,FALSE,2.15593932409748
"5170","YOL122C",9,8,0,1,0,3,5,1,5,3,0,"missense_variant;synonymous_variant;upstream_gene_variant",358,358,"XV",8,1728,1.728,4.62962962962963,0.125,0.216,FALSE,2.15165741455968
"5171","YOL123W",6,6,0,0,0,1,5,0,5,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",6,1605,1.605,3.73831775700935,0,0,FALSE,1.93347297809133
"5172","YOL124C",6,6,0,0,0,2,4,0,4,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",6,1302,1.302,4.60829493087558,0,0,FALSE,2.14669395370546
"5173","YOL125W",11,11,0,0,0,2,9,0,9,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",11,1431,1.431,7.6869322152341,0,0,FALSE,2.7725317338552
"5174","YOL126C",14,14,0,0,0,0,14,0,14,0,0,"synonymous_variant",NA,NA,"XV",14,1134,1.134,12.3456790123457,0,0,FALSE,3.51364184463153
"5175","YOL127W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,843,0.843,1.18623962040332,0,0,FALSE,1.08914628053504
"5176","YOL128C",23,11,0,12,0,5,6,12,6,5,0,"synonymous_variant;missense_variant;upstream_gene_variant",970,106,"XV",11,1128,1.128,9.75177304964539,1.09090909090909,1.23054545454545,FALSE,3.12278290145911
"5177","YOL129W",7,1,0,6,0,0,1,6,1,0,0,"upstream_gene_variant;synonymous_variant",271,128,"XV",1,555,0.555,1.8018018018018,6,3.33,FALSE,1.34231211042805
"5178","YOL130W",27,27,0,0,0,6,21,0,21,6,0,"synonymous_variant;missense_variant",NA,NA,"XV",27,2580,2.58,10.4651162790698,0,0,FALSE,3.23498319610315
"5179","YOL131W",3,3,0,0,0,1,2,0,2,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",3,327,0.327,9.1743119266055,0,0,FALSE,3.02891266407691
"5180","YOL132W",7,7,0,0,0,1,6,0,6,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",7,1416,1.416,4.94350282485876,0,0,FALSE,2.22339893515733
"5181","YOL134C",5,5,0,0,0,4,1,0,1,4,0,"missense_variant;synonymous_variant",NA,NA,"XV",5,NA,NA,NA,0,NA,FALSE,NA
"5182","YOL135C",4,4,0,0,0,2,2,0,2,2,0,"missense_variant;synonymous_variant",NA,NA,"XV",4,669,0.669,5.97907324364723,0,0,FALSE,2.44521435535767
"5183","YOL136C",5,5,0,0,0,0,5,0,5,0,0,"synonymous_variant",NA,NA,"XV",5,1194,1.194,4.18760469011725,0,0,FALSE,2.04636377267515
"5184","YOL137W",4,4,0,0,0,1,3,0,3,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,1494,1.494,2.67737617135207,0,0,FALSE,1.63626897891272
"5185","YOL138C",16,16,0,0,0,1,15,0,15,1,0,"synonymous_variant;missense_variant",NA,NA,"XV",16,4026,4.026,3.97416790859414,0,0,FALSE,1.9935315168299
"5186","YOL140W",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,1272,1.272,0.786163522012579,0,0,FALSE,0.886658627664886
"5187","YOL141W",8,8,0,0,0,5,3,0,3,5,0,"missense_variant;synonymous_variant",NA,NA,"XV",8,2088,2.088,3.83141762452107,0,0,FALSE,1.95740073171568
"5188","YOL142W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,723,0.723,1.38312586445367,0,0,FALSE,1.17606371615388
"5189","YOL143C",1,1,0,0,0,0,1,0,1,0,0,"synonymous_variant",NA,NA,"XV",1,510,0.51,1.96078431372549,0,0,FALSE,1.40028008402801
"5190","YOL144W",2,2,0,0,0,1,1,0,1,1,0,"missense_variant;synonymous_variant",NA,NA,"XV",2,1455,1.455,1.3745704467354,0,0,FALSE,1.1724207635211
"5191","YOL145C",4,4,0,0,0,2,2,0,2,2,0,"synonymous_variant;missense_variant",NA,NA,"XV",4,3234,3.234,1.23685837971552,0,0,FALSE,1.11214134880218
"5192","YOL146W",1,1,0,0,0,1,0,0,0,1,0,"missense_variant",NA,NA,"XV",1,585,0.585,1.70940170940171,0,0,FALSE,1.30744090092123
"5193","YOL147C",3,3,0,0,0,0,3,0,3,0,0,"synonymous_variant",NA,NA,"XV",3,711,0.711,4.21940928270042,0,0,FALSE,2.0541200750444
