# Program:featureCounts v1.6.3; Command:"featureCounts" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-a" "yeast.2023.mRNA.sgd.gff" "-o" "gene_count_matrix.txt" "RNAseq_OLD_rep01.bam" "RNAseq_OLD_rep02.bam" "RNAseq_OLD_rep03.bam" "RNAseq_OLD_rep04.bam" "RNAseq_OLD_rep05.bam" "RNAseq_OLD_rep06.bam" "RNAseq_OLD_rep07.bam" "RNAseq_OLD_rep08.bam" "RNAseq_OLD_rep09.bam" "RNAseq_OLD_rep10.bam" "RNAseq_OLD_rep11.bam" "RNAseq_OLD_rep12.bam" "RNAseq_YOUNG_rep01.bam" "RNAseq_YOUNG_rep02.bam" "RNAseq_YOUNG_rep03.bam" "RNAseq_YOUNG_rep04.bam" "RNAseq_YOUNG_rep05.bam" "RNAseq_YOUNG_rep06.bam" "RNAseq_YOUNG_rep07.bam" "RNAseq_YOUNG_rep08.bam" "RNAseq_YOUNG_rep09.bam" "RNAseq_YOUNG_rep10.bam" "RNAseq_YOUNG_rep11.bam" "RNAseq_YOUNG_rep12.bam" 
Geneid	Chr	Start	End	Strand	Length	RNAseq_OLD_rep01.bam	RNAseq_OLD_rep02.bam	RNAseq_OLD_rep03.bam	RNAseq_OLD_rep04.bam	RNAseq_OLD_rep05.bam	RNAseq_OLD_rep06.bam	RNAseq_OLD_rep07.bam	RNAseq_OLD_rep08.bam	RNAseq_OLD_rep09.bam	RNAseq_OLD_rep10.bam	RNAseq_OLD_rep11.bam	RNAseq_OLD_rep12.bam	RNAseq_YOUNG_rep01.bam	RNAseq_YOUNG_rep02.bam	RNAseq_YOUNG_rep03.bam	RNAseq_YOUNG_rep04.bam	RNAseq_YOUNG_rep05.bam	RNAseq_YOUNG_rep06.bam	RNAseq_YOUNG_rep07.bam	RNAseq_YOUNG_rep08.bam	RNAseq_YOUNG_rep09.bam	RNAseq_YOUNG_rep10.bam	RNAseq_YOUNG_rep11.bam	RNAseq_YOUNG_rep12.bam
YOL083W	chrXV;chrXV	165483;165575	167036;167037	+;+	1555	83	37	43	59	52	71	19	37	18	28	46	41	74	62	59	45	35	56	41	30	32	48	53	48
YOL083C-A	chrXV;chrXV	166266;166266	166786;167006	-;-	741	8	0	2	4	8	2	21	6	2	0	4	4	10	4	0	2	1	2	3	9	7	6	0	0
YOL082W	chrXV;chrXV	168381;168421	170077;170080	+;+	1700	56	89	62	32	54	135	68	163	60	93	77	118	109	130	130	67	77	62	88	83	93	94	91	89
YOL081W	chrXV	171070	180309	+	9240	1786	1778	1468	1760	1231	1892	1295	798	630	1182	1239	917	1548	2073	1272	1619	1464	1106	1293	990	1168	1161	972	878
YOL080C	chrXV;chrXV	180285;180287	181471;181471	-;-	1187	1309	1176	1757	1834	1803	1189	915	963	742	562	1110	887	1359	1812	1106	1885	1120	1208	1343	1153	1392	861	768	852
YOL079W	chrXV	181057	181455	+	399	0	2	3	0	1	4	0	0	0	0	0	3	1	0	0	0	0	0	5	0	1	9	0	0
YOL078W	chrXV	181633	185245	+	3613	545	589	598	596	427	690	526	385	269	451	588	481	572	726	402	682	521	551	555	414	418	482	502	300
YOL077W-A	chrXV;chrXV	185388;185404	185887;185920	+;+	533	7998	5753	9992	9742	8834	11355	5589	11507	4633	6702	13361	8428	10325	12752	7196	10933	6004	7583	11484	10118	12221	10954	9467	8398
YOL077C	chrXV;chrXV	185578;185658	186761;186804	-;-	1227	9602	9205	13267	13671	12590	8546	9555	10179	6896	6083	11315	7478	10440	12830	8177	15632	7043	10409	14996	12282	13402	7522	8426	7767
YOL076W	chrXV;chrXV	186993;186993	189569;190223	+;+	3231	645	534	643	698	629	611	488	531	319	616	636	620	704	995	573	736	560	561	651	573	636	653	502	544
YOL075C	chrXV	189658	193542	-	3885	90	85	64	78	67	132	50	62	29	82	71	65	116	147	103	95	102	89	77	26	51	84	42	55
YOL073C	chrXV;chrXV	193742;193743	194836;194851	-;-	1110	329	436	363	344	283	426	373	222	174	356	321	291	382	454	299	353	283	263	261	247	261	282	275	228
YOL072W	chrXV	194948	196471	+	1524	51	57	62	92	34	136	4	53	18	31	97	35	108	144	52	73	58	35	85	90	68	76	72	72
YOL071W	chrXV;chrXV	196351;196380	197119;197157	+;+	807	510	509	655	608	560	857	760	697	407	664	875	725	720	758	686	596	607	537	652	462	655	765	678	673
YOL070C	chrXV;chrXV	197008;197008	198753;198741	-;-	1746	565	444	586	611	488	742	450	438	214	399	636	571	719	926	427	590	341	433	433	386	498	601	391	292
YOL069W	chrXV	198925	200463	+	1539	134	91	122	119	112	142	120	114	41	117	208	114	142	155	108	130	84	118	101	84	86	173	127	95
YOL068C	chrXV;chrXV	200147;200363	202076;202509	-;-	2363	1262	1169	1374	1564	1450	1663	867	1124	611	1100	1492	1150	1436	1881	871	1688	797	1247	1417	1323	1584	1266	1119	1144
YOL067C	chrXV;chrXV	200933;200938	202570;202568	-;-	1638	1	0	0	0	0	0	0	3	0	3	0	0	3	1	0	0	9	0	0	0	0	1	0	0
YOL066C	chrXV;chrXV	202626;202632	204561;204807	-;-	2182	316	350	305	395	415	437	415	271	186	350	359	316	453	510	319	397	337	354	414	328	349	417	241	257
YOL065C	chrXV;chrXV	204421;204589	205938;205944	-;-	1524	8	10	11	14	16	37	3	15	21	16	36	30	48	30	29	14	21	17	13	14	15	35	6	14
YOL064C	chrXV;chrXV	205959;205996	207209;207268	-;-	1310	1318	1367	1307	1329	1131	1526	1176	1088	912	1141	1442	1153	1449	1530	1476	1199	1397	1134	1219	884	1078	1150	1207	875
YOL063C	chrXV;chrXV	207334;207344	210336;210338	-;-	3005	276	322	215	326	183	260	173	152	123	159	261	141	276	344	119	288	188	178	193	161	167	221	164	91
YOL062C	chrXV;chrXV	210356;210435	212015;212015	-;-	1660	790	891	732	855	803	765	789	634	490	868	940	750	855	982	837	864	804	640	845	682	741	716	695	536
YOL061W	chrXV;chrXV	212192;212208	213943;213946	+;+	1755	1266	1154	1161	1360	1603	1435	374	928	822	1446	1387	1416	1864	2079	1767	1254	1656	1109	1014	875	1193	972	789	638
YOL060C	chrXV;chrXV	213730;213733	216194;216207	-;-	2478	135	84	99	108	151	176	84	115	84	124	171	114	141	175	83	100	101	103	76	107	113	157	85	81
YOL059W	chrXV;chrXV	217076;217082	218757;218729	+;+	1682	1166	906	783	760	1054	2482	533	266	223	482	641	392	830	1292	582	827	801	416	855	623	596	495	437	413
YOL058W	chrXV;chrXV	219139;219146	220684;220636	+;+	1546	1306	1191	1264	1478	944	1562	2300	1920	1195	1839	2466	1745	1700	2194	1253	1611	957	1641	1925	1618	1908	2266	2553	2190
YOL057W	chrXV;chrXV	220703;220740	223098;223127	+;+	2425	636	646	508	570	523	693	431	314	282	846	761	553	584	901	540	640	657	416	626	402	501	740	509	331
YOL056W	chrXV;chrXV	223143;223161	224349;224349	+;+	1207	352	241	357	338	513	339	148	289	203	196	395	311	315	359	313	301	220	227	304	343	324	251	230	243
YOL055C	chrXV	224361	226348	-	1988	290	187	400	351	215	521	142	400	149	193	324	336	442	675	313	355	216	210	297	293	386	403	263	218
YOL054W	chrXV;chrXV	228512;228512	230016;230004	+;+	1505	875	1202	1197	1390	1131	1491	1486	1548	1107	955	1626	1275	1288	1507	1150	1744	932	1554	2001	1468	1777	1593	1688	1480
YOL053W	chrXV;chrXV	230069;230069	231318;231391	+;+	1323	125	97	111	131	163	196	59	82	73	212	163	157	134	142	105	133	72	127	201	91	119	110	130	61
YOL052C-A	chrXV;chrXV	231260;231294	231788;231800	-;-	541	52	16	23	45	83	82	24	15	10	15	47	25	52	27	26	14	19	25	33	47	19	56	58	21
YOL052C	chrXV;chrXV	232315;232316	233770;233791	-;-	1477	802	771	1184	1070	843	1057	792	1127	657	918	1359	893	937	1259	667	1462	737	961	1829	1206	1260	1108	1115	946
YOL051W	chrXV	234940	238185	+	3246	581	850	898	1065	613	822	887	549	298	377	689	444	743	1145	566	1135	448	644	786	508	839	683	745	546
YOL050C	chrXV	237744	238338	-	595	0	1	2	1	0	0	0	3	0	3	0	0	0	0	0	0	2	4	0	3	0	1	0	0
YOL049W	chrXV;chrXV	238540;238540	240217;240225	+;+	1686	1750	2669	1393	1950	1844	1734	2123	1618	1665	2679	1863	2316	2174	2237	2153	2120	2375	1758	1733	1333	1712	1898	1752	1408
YOL048C	chrXV;chrXV	240064;240073	241410;241389	-;-	1347	216	238	217	172	144	288	206	144	90	177	190	205	218	304	188	139	181	132	162	158	176	195	174	210
YOL047C	chrXV	241614	242747	-	1134	3	0	0	0	0	4	0	0	3	0	0	2	4	0	2	0	0	0	0	0	0	2	0	0
YOL046C	chrXV	243466	244140	-	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL045W	chrXV	243497	246802	+	3306	354	297	381	454	362	359	197	243	253	240	346	293	372	470	327	614	299	386	343	377	412	329	298	349
YOL044W	chrXV;chrXV	247049;247078	248381;248478	+;+	1430	204	254	219	299	275	324	202	262	230	261	329	217	275	364	288	324	239	275	343	351	320	324	304	220
YOL043C	chrXV;chrXV	248289;248291	249638;249638	-;-	1350	172	171	126	140	166	137	71	103	38	94	127	164	133	247	123	150	87	95	124	85	88	121	80	75
YOL042W	chrXV;chrXV	249158;249598	251222;251136	+;+	2065	144	101	152	162	174	165	78	141	82	149	155	135	180	140	145	178	157	123	132	96	124	125	120	115
YOL041C	chrXV;chrXV	251060;251061	252708;252705	-;-	1649	6228	7250	8069	9703	9024	5992	7161	5961	5192	4679	6910	6299	8668	10510	7167	11747	5823	8581	8454	6611	9127	5615	5917	5323
YOL040C	chrXV;chrXV	252786;252811	253619;253629	-;-	844	38092	46289	38186	40499	52330	40477	37673	55007	52831	47878	59341	50679	49670	50398	53677	51977	51049	43388	53965	46101	48965	48368	46456	39454
YOL039W	chrXV;chrXV	253063;253764	254811;254811	+;+	1749	53191	47669	64040	56153	86704	63289	47500	101387	90321	73272	104637	80768	72473	74288	78582	96639	81706	71487	100103	84014	89233	88914	87067	76969
YOL038C-A	chrXV;chrXV	254713;254743	255108;256030	-;-	1318	65	66	92	61	55	96	101	112	73	94	92	119	94	180	128	56	86	93	50	84	53	186	108	80
YOL038W	chrXV;chrXV	254812;255303	258706;256673	+;+	3895	4422	3035	5049	5537	4467	8540	5169	5690	2002	3015	6722	4702	6673	9684	3964	5459	2822	4094	6745	5764	7124	7703	5949	5234
YOL037C	chrXV	256626	257077	-	452	7	0	0	0	2	12	0	0	0	0	5	0	0	6	6	3	1	0	0	0	15	0	0	0
YOL036W	chrXV	256344	259170	+	2827	705	609	812	841	622	930	649	630	321	441	685	525	797	979	588	657	439	530	754	616	730	684	567	397
YOL035C	chrXV	258803	259105	-	303	9	10	8	0	2	1	10	13	4	11	10	6	18	9	15	11	3	0	8	0	5	16	7	0
YOL034W	chrXV;chrXV	259896;259896	263282;263283	+;+	3388	757	907	759	932	797	999	957	581	489	714	895	733	843	1104	636	1013	591	710	881	544	842	771	782	580
YOL033W	chrXV;chrXV	263412;263421	265205;265239	+;+	1828	198	119	159	152	261	177	138	139	110	163	125	167	174	170	127	177	135	169	167	85	158	216	124	133
YOL032W	chrXV;chrXV	265307;265341	266254;266705	+;+	1399	540	673	528	462	432	588	372	636	252	607	643	588	519	679	564	497	592	398	378	258	400	585	508	375
YOL031C	chrXV;chrXV	266122;266148	267581;267745	-;-	1624	840	460	970	954	743	1318	537	1244	533	565	1297	901	1048	1255	723	1008	672	655	1308	1410	1432	1446	1321	1172
YOL030W	chrXV;chrXV	267913;267993	269797;269830	+;+	1918	148	95	221	150	269	314	116	262	157	182	288	202	275	309	316	247	153	128	186	234	246	253	183	112
YOL029C	chrXV;chrXV	269706;269808	271022;271058	-;-	1353	115	130	175	199	187	192	311	249	93	171	253	172	192	188	169	230	119	157	227	308	213	172	164	197
YOL028C	chrXV	269936	271591	-	1656	93	91	138	88	86	81	53	31	62	95	111	65	89	115	86	105	62	85	41	31	58	87	98	59
YOL027C	chrXV;chrXV	271773;271806	273747;273793	-;-	2021	6421	7329	8133	8757	7932	7389	9570	7451	5483	5601	8903	6943	8705	10072	7089	9882	6166	7728	9648	7920	9392	7332	7972	7140
YOL026C	chrXV;chrXV	273711;273711	274370;274377	-;-	667	959	1122	1120	1019	909	1577	1215	1040	420	721	1289	914	1274	1813	826	1212	772	761	1290	969	1039	1274	967	771
YOL025W	chrXV;chrXV	274866;274884	277017;277072	+;+	2207	221	247	208	243	195	219	148	136	78	154	196	137	192	294	215	207	197	141	225	95	211	161	145	123
YOL024W	chrXV	277068	277647	+	580	39	25	27	16	30	44	8	3	15	10	13	17	21	29	10	17	17	22	48	16	12	7	36	9
YOL023W	chrXV;chrXV	277874;277940	280266;280240	+;+	2393	766	873	912	991	732	940	849	699	448	545	978	753	819	1072	626	1015	529	730	877	595	856	811	768	646
YOL022C	chrXV;chrXV	280097;280102	281528;281528	-;-	1432	2890	3317	3091	3551	3268	2854	1983	2088	1559	2108	2550	2110	3249	4024	2614	3468	2696	2634	2845	2085	2434	1770	1670	1234
YOL021C	chrXV;chrXV	282302;282312	285473;285479	-;-	3178	2153	2214	2811	2988	2576	2092	1665	1391	930	1089	1910	1385	2504	3254	1792	3101	1682	2106	2435	1982	2633	1764	1590	1278
YOL020W	chrXV;chrXV	286025;286106	288085;288180	+;+	2156	612	530	526	605	641	586	134	326	360	555	582	432	614	717	451	667	415	462	663	409	480	517	381	318
YOL019W-A	chrXV	288420	288572	+	153	0	0	2	5	0	0	0	8	4	0	0	0	1	2	1	0	6	1	5	0	3	0	0	0
YOL019W	chrXV;chrXV	288743;288756	290774;290819	+;+	2077	1631	1434	2130	1897	1631	1767	2002	1489	795	846	1722	1080	1526	2136	1100	2006	1152	1339	1954	1610	2111	1342	1360	1247
YOL018C	chrXV;chrXV	290618;290682	292144;292222	-;-	1605	262	231	304	328	261	410	169	247	125	204	361	321	294	403	251	284	194	280	349	251	296	303	282	178
YOL017W	chrXV;chrXV	292429;292442	294803;294787	+;+	2375	263	270	277	389	255	287	328	297	129	243	348	287	303	373	224	313	252	211	273	224	232	230	224	139
YOL016C	chrXV;chrXV	294513;294631	296221;296227	-;-	1715	6164	5273	4280	3921	2759	6017	2339	737	476	1003	1305	989	3668	4476	2456	1897	3580	1245	1380	1130	1819	743	733	750
YOL015W	chrXV	296411	298975	+	2565	117	86	119	66	75	49	109	34	40	34	53	38	73	129	62	69	69	89	49	22	76	46	51	34
YOL014W	chrXV;chrXV	299472;299494	300652;300873	+;+	1402	4977	4143	5080	4741	4791	4818	4052	3283	2509	2437	4197	2941	5103	6178	4306	4788	4401	3409	4227	3650	4676	3033	2873	2549
YOL013W-B	chrXV	300690	300980	+	291	1	5	0	2	5	2	0	0	0	2	0	1	1	1	0	4	0	2	0	0	3	0	8	0
YOL013W-A	chrXV	301047	301238	+	192	790	786	932	832	1045	596	688	765	643	504	1025	510	557	580	499	1158	607	642	1180	1005	671	779	834	940
YOL013C	chrXV;chrXV	301265;301265	303193;303186	-;-	1929	463	356	348	414	433	519	148	391	252	415	495	377	472	420	549	346	446	334	332	318	448	350	370	384
YOL012C	chrXV;chrXV	303360;303419	304368;304806	-;-	1447	2153	2724	3108	3072	2704	2867	4238	3659	2400	2102	4448	2501	3737	4435	2824	3787	2744	3064	4506	3610	4054	4187	3635	3054
YOL011W	chrXV	304593	307689	+	3097	2143	1929	2640	2173	2144	1260	1127	652	371	685	934	812	1539	1909	957	1962	1080	1091	1591	1597	1778	979	775	703
YOL010W	chrXV;chrXV	307883;307883	309265;309251	+;+	1383	446	449	567	757	822	753	479	678	681	779	979	900	708	910	636	1146	541	737	948	834	914	854	748	565
YOL009C	chrXV;chrXV	309014;309265	310206;310823	-;-	1810	269	210	245	244	183	273	140	221	87	182	261	188	274	346	205	214	196	166	216	238	216	176	177	124
YOL008W	chrXV;chrXV	309984;310273	311088;311138	+;+	1155	309	383	254	351	319	327	287	273	224	223	315	287	351	397	253	349	317	200	270	279	235	275	246	212
YOL007C	chrXV;chrXV	310851;310856	312502;312455	-;-	1652	894	774	1227	1037	1144	1720	1072	1370	819	743	1564	986	1138	1574	907	1468	810	991	1974	1563	1714	1351	1408	1230
YOL006C	chrXV;chrXV	312919;312921	315550;315559	-;-	2641	2234	2448	2680	2878	2415	2682	2124	1608	936	1830	2361	2009	2327	3359	1529	3444	1564	2082	2799	2023	2338	1993	1592	1665
YOL005C	chrXV;chrXV	315703;315758	316461;316585	-;-	883	3020	3398	4282	4206	3451	4116	6603	4722	2088	2554	5249	3068	4337	5231	2758	5513	2459	3581	5742	4361	4890	4349	4679	3973
YOL004W	chrXV	316938	321548	+	4611	1858	2239	1617	2067	1727	2115	1381	1184	962	1814	1814	1362	1894	2663	1752	2346	1702	1599	1690	1355	1613	1563	1293	1130
YOL003C	chrXV;chrXV	321655;321678	323002;323015	-;-	1361	417	564	534	636	471	810	710	554	358	397	628	464	712	876	587	630	494	604	654	496	660	665	556	455
YOL002C	chrXV;chrXV	323346;323348	324650;324650	-;-	1305	1367	1075	1237	1627	1422	1800	278	485	477	876	851	662	1324	1824	1216	1639	915	1121	1056	1005	1076	539	620	613
YOL001W	chrXV;chrXV	324805;324853	326276;326268	+;+	1472	261	211	304	302	339	318	207	310	248	252	367	298	312	456	278	311	232	192	378	336	377	277	306	260
YOR001W	chrXV;chrXV	326787;326801	329169;329263	+;+	2477	2665	2382	3032	3112	2973	2457	1385	1756	1486	1708	2493	1963	3053	3972	2442	3386	2348	2307	2838	2282	2904	1895	1743	1608
YOR002W	chrXV;chrXV	329361;329377	331469;331474	+;+	2114	1052	1419	884	1060	942	1715	626	779	631	1056	1102	924	1383	1843	1188	916	1373	867	866	675	712	811	856	719
YOR003W	chrXV;chrXV	331381;331396	333073;333104	+;+	1724	341	285	223	318	226	350	198	181	155	199	308	242	356	407	295	248	254	225	219	181	258	273	248	175
YOR004W	chrXV;chrXV	333543;333561	334557;334576	+;+	1034	3369	2637	4714	5079	6003	3442	2432	3344	3286	2497	4179	3541	4794	5284	4029	6168	2919	4769	5434	4712	5064	2887	3082	2704
YOR005C	chrXV	334399	337378	-	2980	288	396	274	300	277	289	298	141	95	235	168	147	313	387	236	224	235	212	178	114	151	172	153	166
YOR006C	chrXV;chrXV	337419;337503	338685;338688	-;-	1270	657	914	912	929	784	740	594	410	409	721	674	689	825	1003	690	1047	755	755	735	513	792	472	491	437
YOR007C	chrXV;chrXV	338629;338685	340034;340057	-;-	1429	4725	4772	5398	5683	5644	6251	4719	4911	3501	5136	6862	5573	6558	8269	4962	6279	4462	5316	6361	4549	5712	6616	5614	4672
YOR008C	chrXV;chrXV	340950;340960	342665;342711	-;-	1762	660	733	719	784	756	626	567	494	420	666	739	660	800	894	808	737	711	694	566	518	577	472	630	417
YOR008C-A	chrXV	342857	343081	-	225	0	8	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR008W-B	chrXV	343929	344030	+	102	0	0	2	4	3	2	0	4	0	0	6	0	3	10	2	3	0	4	5	7	0	0	1	0
YOR009W	chrXV	344335	345798	+	1464	67	79	90	135	83	107	67	88	60	83	68	29	114	89	93	143	80	78	144	154	123	69	63	87
YOR010C	chrXV;chrXV	346081;346103	347361;347361	-;-	1281	79	94	71	118	120	107	77	69	58	113	107	85	76	115	107	103	118	85	187	142	91	94	73	67
YOR011W	chrXV	349679	353863	+	4185	87	100	145	147	145	148	27	123	69	139	155	86	196	207	127	167	93	117	128	113	130	164	104	60
YOR011W-A	chrXV	355652	355858	+	207	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR012W	chrXV	356543	356956	+	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR013W	chrXV;chrXV	356548;356744	357293;357290	+;+	746	292	350	320	185	218	326	152	198	130	153	176	174	322	400	252	251	281	152	221	196	161	170	144	112
YOR014W	chrXV;chrXV	357415;357415	360256;360254	+;+	2842	571	639	482	485	472	402	632	442	317	316	385	369	461	513	467	426	430	454	461	414	404	364	435	410
YOR015W	chrXV;chrXV	357866;357962	360457;360400	+;+	2592	423	433	473	554	596	406	416	342	239	263	366	337	431	465	271	581	274	327	435	503	451	336	448	364
YOR016C	chrXV;chrXV	359726;360175	361172;361197	-;-	1472	563	721	629	672	788	650	392	590	468	769	715	650	763	1012	730	664	702	533	722	495	603	527	609	366
YOR017W	chrXV	361377	363954	+	2578	1150	1352	1439	1613	1251	1423	1714	1464	858	1176	1688	1180	1381	1867	1045	1827	951	1267	1700	1368	1643	1316	1305	1295
YOR018W	chrXV	364313	367042	+	2730	463	396	595	445	411	580	278	340	207	254	457	293	431	722	314	391	321	305	574	541	638	433	419	384
YOR019W	chrXV	368127	370319	+	2193	243	116	173	154	197	205	144	114	89	95	133	99	166	202	116	140	98	130	170	144	180	129	89	103
YOR020C	chrXV;chrXV	369619;369619	370925;370882	-;-	1307	7030	6404	9050	9295	9248	8429	7505	12351	10994	9376	12668	11122	7539	9387	7590	12284	6608	9949	15167	11825	12887	18382	14196	12296
YOR020W-A	chrXV;chrXV	371155;371364	372140;372136	+;+	986	657	574	724	752	732	1442	971	1074	537	628	1238	873	1091	1648	992	795	718	657	1150	889	1233	1696	1447	1087
YOR021C	chrXV;chrXV	372641;372666	374667;374798	-;-	2158	3328	2913	3779	4081	3551	3788	2428	2736	1609	2115	3182	2451	3791	5123	2630	3808	2627	2751	3784	2791	3550	2515	2269	1749
YOR022C	chrXV	373671	375877	-	2207	58	52	110	84	45	42	83	44	30	27	52	30	53	69	58	67	42	56	100	57	93	69	84	59
YOR023C	chrXV;chrXV	375953;375960	377813;377882	-;-	1930	771	796	1037	1024	848	1323	1143	960	486	508	1345	761	983	1439	688	1074	695	730	1195	1064	1311	1175	1010	893
YOR024W	chrXV	377847	378170	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YOR025W	chrXV;chrXV	378143;378204	379712;379966	+;+	1824	74	74	51	45	25	58	37	17	10	9	32	23	58	69	54	41	50	51	40	8	24	29	40	15
YOR026W	chrXV;chrXV	379359;379756	380994;381008	+;+	1650	227	160	348	255	239	390	259	269	147	173	395	211	389	411	168	317	195	259	334	220	330	269	224	190
YOR027W	chrXV;chrXV	380952;381018	383118;383213	+;+	2262	3989	4400	4848	6035	4333	6664	7757	9075	5623	9544	11205	11662	7675	8918	6962	6269	6026	6811	8872	6592	8586	14454	12220	9789
YOR028C	chrXV;chrXV	383208;383208	384692;384695	-;-	1488	26	33	17	25	30	26	1	29	12	21	50	15	19	40	25	46	23	33	29	28	26	44	36	52
YOR029W	chrXV	384600	384935	+	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
YOR030W	chrXV	386749	389555	+	2807	991	1052	638	696	582	855	465	409	362	461	651	492	912	1335	819	637	665	495	638	535	611	508	458	541
YOR032C	chrXV	389660	391267	-	1608	258	255	272	252	182	177	258	209	120	139	283	184	246	312	165	335	86	211	464	460	441	187	160	166
YOR032W-A	chrXV;chrXV	389692;390838	392569;392534	+;+	2878	97	133	95	117	139	106	66	55	66	75	91	90	89	143	99	92	59	48	120	76	88	71	65	58
YOR033C	chrXV;chrXV	392252;392319	394665;394652	-;-	2414	678	800	837	827	707	700	850	614	326	539	750	563	587	770	449	1027	440	513	964	768	717	669	714	669
YOR034C	chrXV;chrXV	394729;394732	397314;397324	-;-	2596	259	381	242	319	340	271	143	194	123	225	209	174	249	308	213	305	237	171	210	141	206	128	131	103
YOR034C-A	chrXV;chrXV	397106;397165	398174;399157	-;-	2052	26	9	11	10	25	8	32	15	8	19	24	12	21	2	9	36	7	15	19	21	10	7	13	23
YOR035C	chrXV	397493	400124	-	2632	2	11	28	4	8	9	21	9	9	7	15	20	2	20	24	26	15	28	9	7	6	18	15	10
YOR036W	chrXV;chrXV	400291;400328	401283;401308	+;+	1018	1185	1223	957	835	835	1314	1067	483	232	587	645	526	1120	1181	898	485	925	487	493	530	560	476	581	396
YOR037W	chrXV	401480	402818	+	1339	244	164	326	293	225	301	123	256	104	149	355	224	306	381	231	252	160	267	358	226	293	344	323	240
YOR038C	chrXV;chrXV	402654;402665	405439;405458	-;-	2805	461	583	476	456	537	491	318	315	250	513	530	369	446	567	431	576	301	396	511	465	386	320	328	332
YOR039W	chrXV;chrXV	405602;405609	407008;406875	+;+	1407	2299	2326	2734	2659	2650	2563	3118	2472	1778	1790	3131	2231	2842	3228	2184	3183	2094	2357	3182	2549	3244	2789	2617	2365
YOR040W	chrXV;chrXV	407013;407064	408263;407964	+;+	1251	63	75	73	32	44	93	46	44	21	65	49	75	87	74	55	112	41	44	45	66	40	46	30	40
YOR041C	chrXV	407924	410009	-	2086	379	406	347	381	349	464	451	331	297	218	380	331	442	380	271	410	362	374	431	353	448	423	366	332
YOR042W	chrXV;chrXV	408314;408373	409860;409909	+;+	1596	1834	1610	2128	1933	1505	3107	2420	2114	1151	1357	2267	1735	2923	3598	1988	2216	1502	1918	2474	2130	2771	2698	2523	1911
YOR043W	chrXV;chrXV	410158;410162	412486;412438	+;+	2329	1970	2340	2029	2229	2039	2066	1491	1287	1040	1885	1700	1719	2159	2638	1777	2345	2000	1607	1708	1476	1585	1329	1409	1230
YOR044W	chrXV;chrXV	412708;412708	413706;413700	+;+	999	415	473	421	397	380	351	463	313	166	259	365	301	330	386	282	462	255	320	325	293	332	296	335	316
YOR045W	chrXV;chrXV	413795;413804	414483;414497	+;+	703	4434	3862	5962	5742	5337	7751	4752	7058	4810	4695	7830	5669	6518	8528	5399	7248	5446	5024	7945	6883	7332	7685	6306	5560
YOR046C	chrXV;chrXV	414114;414403	415927;416108	-;-	1995	3409	2767	3420	3742	3625	3754	2328	3053	1739	2435	3305	3064	4118	5293	2976	3909	2630	2779	3696	2593	3570	3003	2438	2047
YOR047C	chrXV;chrXV	416170;416183	417893;418270	-;-	2101	972	776	1161	1145	1077	1056	679	1027	594	1038	1502	1144	998	1295	844	1403	646	881	1512	1197	1225	1171	1173	979
YOR048C	chrXV;chrXV	418390;418399	421706;421674	-;-	3317	2319	1996	1904	2312	2147	2180	884	1180	821	1416	1857	1339	2311	3042	1723	2509	1745	1721	1672	1305	1655	1463	1034	1043
YOR049C	chrXV;chrXV	422390;422450	423917;423917	-;-	1528	88	68	82	69	40	43	109	105	62	85	139	112	71	94	65	94	60	59	93	77	92	75	62	61
YOR050C	chrXV;chrXV	424001;424008	425997;424620	-;-	1997	17	47	56	34	42	34	21	23	17	24	17	9	44	42	15	44	15	19	33	13	46	11	19	13
YOR051C	chrXV;chrXV	424619;424667	426142;426291	-;-	1673	1474	1956	1566	1687	1739	1478	2486	1330	956	1139	1722	1579	1979	2193	1641	2070	1190	1572	1977	1682	1977	1472	1342	1143
YOR052C	chrXV;chrXV	426388;426497	427336;427437	-;-	1050	1999	2795	2177	2636	1538	1927	4832	1836	1324	1729	2903	1934	2437	2952	2519	2031	1926	2325	2729	2708	3485	2784	3056	2806
YOR053W	chrXV	427817	428158	+	342	84	100	60	98	81	106	141	166	65	69	86	100	155	150	97	61	82	75	70	92	75	96	95	98
YOR054C	chrXV;chrXV	427749;427755	430008;430017	-;-	2269	843	857	501	732	583	949	734	413	216	576	522	452	792	790	570	466	538	467	631	548	372	603	463	358
YOR055W	chrXV	429478	429912	+	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR056C	chrXV;chrXV	430188;430196	431735;431751	-;-	1564	3993	5416	5444	6559	6043	4507	5942	4046	3537	3777	4581	4103	5791	6626	4820	7584	4404	5711	6193	4573	5770	3784	4193	3854
